Function,multiHashLSH
SetSize,500
BitLength,12
Run,Time(us),Succeeded
0,1462,1
1,1282,1
2,1203,1
3,970,1
4,1044,1
5,1121,1
6,1126,1
7,1067,1
8,1002,1
9,1101,1
