Function,multiHashLSH
SetSize,4000
BitLength,12
Run,Time(us),Succeeded
0,10968,1
1,14664,1
2,10666,1
3,10505,1
4,10506,1
5,10458,1
6,10614,1
7,10492,1
8,11086,1
9,10921,1
