Function,multiHashLSH
SetSize,1000
BitLength,12
Run,Time(us),Succeeded
0,2358,1
1,2303,1
2,2328,1
3,2349,1
4,2233,1
5,2258,1
6,2236,1
7,2208,1
8,2234,1
9,2228,1
