Function,multiHashLSH
SetSize,5000
BitLength,16
Run,Time(us),Succeeded
0,19932,1
1,20061,1
2,19807,1
3,26189,1
4,20007,1
5,20340,1
6,20146,1
7,19868,1
8,24642,1
9,25766,1
