Function,multiHashLSH
SetSize,500
BitLength,16
Run,Time(us),Succeeded
0,1215,1
1,1157,1
2,1172,1
3,1162,1
4,1173,1
5,1205,1
6,1174,1
7,1175,1
8,1193,1
9,1192,1
